path,label,mel_count
common_voice_ru_18920068.npz,ru,194
common_voice_ru_20899404.npz,ru,142
common_voice_ru_18854925.npz,ru,154
common_voice_ru_20366564.npz,ru,173
common_voice_ru_20553784.npz,ru,111
common_voice_ru_18892816.npz,ru,172
common_voice_ru_21883775.npz,ru,158
common_voice_ru_18922119.npz,ru,92
common_voice_ru_21614038.npz,ru,114
common_voice_ru_20011032.npz,ru,165
common_voice_ru_19028605.npz,ru,205
common_voice_ru_18947965.npz,ru,184
common_voice_ru_19542617.npz,ru,135
common_voice_ru_18930535.npz,ru,107
common_voice_ru_18980590.npz,ru,91
common_voice_ru_19030062.npz,ru,152
common_voice_ru_19027278.npz,ru,127
common_voice_ru_19348161.npz,ru,224
common_voice_ru_21802257.npz,ru,114
common_voice_ru_23931796.npz,ru,101
common_voice_ru_20469424.npz,ru,76
common_voice_ru_22429679.npz,ru,200
common_voice_ru_23708526.npz,ru,70
common_voice_ru_22715138.npz,ru,235
common_voice_ru_19563342.npz,ru,106
common_voice_ru_21587429.npz,ru,178
common_voice_ru_20294533.npz,ru,106
common_voice_ru_19041300.npz,ru,267
common_voice_ru_18903464.npz,ru,127
common_voice_ru_21925415.npz,ru,104
common_voice_ru_22116483.npz,ru,239
common_voice_ru_22775425.npz,ru,118
common_voice_ru_19195623.npz,ru,211
common_voice_ru_19421165.npz,ru,190
common_voice_ru_18956459.npz,ru,70
common_voice_ru_19245860.npz,ru,171
common_voice_ru_19471746.npz,ru,121
common_voice_ru_18993063.npz,ru,165
common_voice_ru_18930904.npz,ru,134
common_voice_ru_18887764.npz,ru,180
common_voice_ru_20392142.npz,ru,113
common_voice_ru_20960274.npz,ru,122
common_voice_ru_18888457.npz,ru,179
common_voice_ru_21391762.npz,ru,106
common_voice_ru_20876364.npz,ru,106
common_voice_ru_18945343.npz,ru,103
common_voice_ru_20445455.npz,ru,144
common_voice_ru_18885615.npz,ru,197
common_voice_ru_19157204.npz,ru,84
common_voice_ru_19360404.npz,ru,226
common_voice_ru_18881473.npz,ru,198
common_voice_ru_19277622.npz,ru,121
common_voice_ru_21292257.npz,ru,205
common_voice_ru_18891648.npz,ru,85
common_voice_ru_19797253.npz,ru,241
common_voice_ru_19156654.npz,ru,222
common_voice_ru_18896641.npz,ru,61
common_voice_ru_19840648.npz,ru,114
common_voice_ru_18934592.npz,ru,115
common_voice_ru_23487278.npz,ru,157
common_voice_ru_18912227.npz,ru,207
common_voice_ru_20026463.npz,ru,192
common_voice_ru_18921835.npz,ru,90
common_voice_ru_18948883.npz,ru,125
common_voice_ru_22280471.npz,ru,240
common_voice_ru_18926182.npz,ru,185
common_voice_ru_19253958.npz,ru,169
common_voice_ru_18928811.npz,ru,84
common_voice_ru_18873801.npz,ru,212
common_voice_ru_22686591.npz,ru,183
common_voice_ru_23102091.npz,ru,104
common_voice_ru_21240305.npz,ru,162
common_voice_ru_18932849.npz,ru,92
common_voice_ru_20826209.npz,ru,204
common_voice_ru_19490590.npz,ru,158
common_voice_ru_22748767.npz,ru,279
common_voice_ru_18955839.npz,ru,266
common_voice_ru_19336695.npz,ru,163
common_voice_ru_19024229.npz,ru,151
common_voice_ru_19545346.npz,ru,241
common_voice_ru_23379302.npz,ru,185
common_voice_ru_22726900.npz,ru,222
common_voice_ru_18877332.npz,ru,156
common_voice_ru_18923005.npz,ru,120
common_voice_ru_18933216.npz,ru,151
common_voice_ru_21953554.npz,ru,183
common_voice_ru_20461520.npz,ru,96
common_voice_ru_18873626.npz,ru,194
common_voice_ru_18977332.npz,ru,119
common_voice_ru_20521110.npz,ru,154
common_voice_ru_18964428.npz,ru,171
common_voice_ru_21586910.npz,ru,181
common_voice_ru_18864372.npz,ru,134
common_voice_ru_20256699.npz,ru,188
common_voice_ru_23009107.npz,ru,96
common_voice_ru_20365247.npz,ru,72
common_voice_ru_18916096.npz,ru,141
common_voice_ru_19348405.npz,ru,196
common_voice_ru_20253087.npz,ru,126
common_voice_ru_18896682.npz,ru,159
common_voice_ru_19578951.npz,ru,152
common_voice_ru_18923039.npz,ru,61
common_voice_ru_21425711.npz,ru,257
common_voice_ru_19174422.npz,ru,161
common_voice_ru_19152383.npz,ru,164
common_voice_ru_22778854.npz,ru,162
common_voice_ru_19348377.npz,ru,107
common_voice_ru_20957341.npz,ru,204
common_voice_ru_21953569.npz,ru,218
common_voice_ru_21954206.npz,ru,241
common_voice_ru_19294209.npz,ru,271
common_voice_ru_18924757.npz,ru,149
common_voice_ru_18923038.npz,ru,152
common_voice_ru_22933915.npz,ru,111
common_voice_ru_18864401.npz,ru,87
common_voice_ru_20436445.npz,ru,122
common_voice_ru_23787216.npz,ru,123
common_voice_ru_18864367.npz,ru,123
common_voice_ru_21614561.npz,ru,209
common_voice_ru_19838057.npz,ru,132
common_voice_ru_21292295.npz,ru,164
common_voice_ru_18913851.npz,ru,145
common_voice_ru_21522719.npz,ru,168
common_voice_ru_18918904.npz,ru,145
common_voice_ru_18864373.npz,ru,185
common_voice_ru_20957354.npz,ru,144
common_voice_ru_18886490.npz,ru,152
common_voice_ru_18928179.npz,ru,185
common_voice_ru_20441801.npz,ru,136
common_voice_ru_18926154.npz,ru,129
common_voice_ru_19536395.npz,ru,116
common_voice_ru_20364158.npz,ru,167
common_voice_ru_18879322.npz,ru,98
common_voice_ru_18928151.npz,ru,181
common_voice_ru_19575290.npz,ru,57
common_voice_ru_19316236.npz,ru,124
common_voice_ru_18877327.npz,ru,96
common_voice_ru_20827857.npz,ru,161
common_voice_ru_18932109.npz,ru,114
common_voice_ru_19066769.npz,ru,121
common_voice_ru_18965737.npz,ru,151
common_voice_ru_20740557.npz,ru,256
common_voice_ru_22009561.npz,ru,195
common_voice_ru_18877441.npz,ru,73
common_voice_ru_19304154.npz,ru,209
common_voice_ru_18953285.npz,ru,135
common_voice_ru_23407492.npz,ru,197
common_voice_ru_19369384.npz,ru,170
common_voice_ru_21470063.npz,ru,197
common_voice_ru_19254011.npz,ru,112
common_voice_ru_21360759.npz,ru,114
common_voice_ru_19458464.npz,ru,168
common_voice_ru_19951977.npz,ru,98
common_voice_ru_22708342.npz,ru,97
common_voice_ru_23103365.npz,ru,70
common_voice_ru_21698573.npz,ru,191
common_voice_ru_19591670.npz,ru,136
common_voice_ru_19024228.npz,ru,142
common_voice_ru_18921607.npz,ru,129
common_voice_ru_20960249.npz,ru,69
common_voice_ru_22451264.npz,ru,62
common_voice_ru_18932690.npz,ru,84
common_voice_ru_18912540.npz,ru,186
common_voice_ru_18932848.npz,ru,196
common_voice_ru_19838080.npz,ru,301
common_voice_ru_21240304.npz,ru,182
common_voice_ru_19041329.npz,ru,130
common_voice_ru_21291993.npz,ru,198
common_voice_ru_18853508.npz,ru,144
common_voice_ru_19253959.npz,ru,213
common_voice_ru_18919401.npz,ru,121
common_voice_ru_18937924.npz,ru,113
common_voice_ru_20957397.npz,ru,114
common_voice_ru_20986900.npz,ru,145
common_voice_ru_19507835.npz,ru,274
common_voice_ru_19152355.npz,ru,220
common_voice_ru_19019630.npz,ru,57
common_voice_ru_18976978.npz,ru,118
common_voice_ru_23788694.npz,ru,94
common_voice_ru_19579469.npz,ru,196
common_voice_ru_22060272.npz,ru,173
common_voice_ru_18903317.npz,ru,148
common_voice_ru_18948666.npz,ru,127
common_voice_ru_20984681.npz,ru,170
common_voice_ru_19897887.npz,ru,234
common_voice_ru_18891661.npz,ru,143
common_voice_ru_22928312.npz,ru,114
common_voice_ru_18953246.npz,ru,144
common_voice_ru_20828219.npz,ru,100
common_voice_ru_21293160.npz,ru,239
common_voice_ru_18912568.npz,ru,111
common_voice_ru_18945430.npz,ru,84
common_voice_ru_18991107.npz,ru,156
common_voice_ru_19041301.npz,ru,152
common_voice_ru_19117635.npz,ru,122
common_voice_ru_20832255.npz,ru,201
common_voice_ru_18948114.npz,ru,175
common_voice_ru_21554670.npz,ru,227
common_voice_ru_18911061.npz,ru,81
common_voice_ru_19482803.npz,ru,123
common_voice_ru_20392157.npz,ru,179
common_voice_ru_20960261.npz,ru,168
common_voice_ru_19041467.npz,ru,48
common_voice_ru_20838778.npz,ru,73
common_voice_ru_19527930.npz,ru,211
common_voice_ru_22686751.npz,ru,58
common_voice_ru_20149270.npz,ru,149
common_voice_ru_22967820.npz,ru,115
common_voice_ru_18925887.npz,ru,257
common_voice_ru_20142457.npz,ru,129
common_voice_ru_20363435.npz,ru,162
common_voice_ru_18915944.npz,ru,130
common_voice_ru_21353807.npz,ru,206
common_voice_ru_18921439.npz,ru,233
common_voice_ru_19542616.npz,ru,186
common_voice_ru_18927048.npz,ru,181
common_voice_ru_18853905.npz,ru,180
common_voice_ru_20149264.npz,ru,197
common_voice_ru_18929703.npz,ru,66
common_voice_ru_22058262.npz,ru,213
common_voice_ru_18868993.npz,ru,155
common_voice_ru_18919830.npz,ru,96
common_voice_ru_23705759.npz,ru,224
common_voice_ru_20362065.npz,ru,180
common_voice_ru_22728284.npz,ru,137
common_voice_ru_22422711.npz,ru,97
common_voice_ru_18955390.npz,ru,68
common_voice_ru_18892817.npz,ru,89
common_voice_ru_18947794.npz,ru,225
common_voice_ru_19591466.npz,ru,117
common_voice_ru_21753400.npz,ru,180
common_voice_ru_21641762.npz,ru,133
common_voice_ru_20212582.npz,ru,163
common_voice_ru_18875726.npz,ru,74
common_voice_ru_23690554.npz,ru,108
common_voice_ru_23236164.npz,ru,126
common_voice_ru_18932479.npz,ru,265
common_voice_ru_18912971.npz,ru,73
common_voice_ru_21398592.npz,ru,174
common_voice_ru_20149258.npz,ru,278
common_voice_ru_18922681.npz,ru,151
common_voice_ru_21779564.npz,ru,151
common_voice_ru_18905558.npz,ru,69
common_voice_ru_23879738.npz,ru,91
common_voice_ru_18934785.npz,ru,169
common_voice_ru_18892630.npz,ru,81
common_voice_ru_20410125.npz,ru,296
common_voice_ru_22161420.npz,ru,212
common_voice_ru_18968944.npz,ru,103
common_voice_ru_21650690.npz,ru,194
common_voice_ru_19100611.npz,ru,168
common_voice_ru_20410131.npz,ru,217
common_voice_ru_18916256.npz,ru,111
common_voice_ru_21300522.npz,ru,254
common_voice_ru_21932356.npz,ru,125
common_voice_ru_19112215.npz,ru,200
common_voice_ru_23942976.npz,ru,107
common_voice_ru_22541275.npz,ru,91
common_voice_ru_22418472.npz,ru,188
common_voice_ru_22722024.npz,ru,200
common_voice_ru_21588525.npz,ru,159
common_voice_ru_18955435.npz,ru,119
common_voice_ru_20440048.npz,ru,212
common_voice_ru_18931819.npz,ru,193
common_voice_ru_18948464.npz,ru,66
common_voice_ru_19013889.npz,ru,158
common_voice_ru_21554300.npz,ru,149
common_voice_ru_19499953.npz,ru,164
common_voice_ru_18912018.npz,ru,166
common_voice_ru_18934961.npz,ru,85
common_voice_ru_19324723.npz,ru,187
common_voice_ru_18934975.npz,ru,94
common_voice_ru_18908054.npz,ru,145
common_voice_ru_24001700.npz,ru,84
common_voice_ru_21616821.npz,ru,197
common_voice_ru_19478213.npz,ru,63
common_voice_ru_22725777.npz,ru,182
common_voice_ru_19195346.npz,ru,136
common_voice_ru_18858677.npz,ru,145
common_voice_ru_19827215.npz,ru,187
common_voice_ru_18932525.npz,ru,302
common_voice_ru_18922736.npz,ru,242
common_voice_ru_18917955.npz,ru,100
common_voice_ru_18920647.npz,ru,143
common_voice_ru_19013902.npz,ru,132
common_voice_ru_20365124.npz,ru,151
common_voice_ru_21567655.npz,ru,158
common_voice_ru_18932257.npz,ru,152
common_voice_ru_19867143.npz,ru,193
common_voice_ru_19295275.npz,ru,215
common_voice_ru_18915830.npz,ru,133
common_voice_ru_18933149.npz,ru,144
common_voice_ru_18916487.npz,ru,98
common_voice_ru_20149310.npz,ru,232
common_voice_ru_21494911.npz,ru,129
common_voice_ru_19542004.npz,ru,198
common_voice_ru_20368372.npz,ru,115
common_voice_ru_20838397.npz,ru,186
common_voice_ru_19010589.npz,ru,161
common_voice_ru_21333711.npz,ru,162
common_voice_ru_19059837.npz,ru,158
common_voice_ru_20364206.npz,ru,68
common_voice_ru_19591512.npz,ru,253
common_voice_ru_23087313.npz,ru,111
common_voice_ru_22337741.npz,ru,170
common_voice_ru_19171177.npz,ru,134
common_voice_ru_18928227.npz,ru,194
common_voice_ru_23407082.npz,ru,70
common_voice_ru_18910974.npz,ru,95
common_voice_ru_21639975.npz,ru,119
common_voice_ru_18970058.npz,ru,164
common_voice_ru_21697536.npz,ru,235
common_voice_ru_18955596.npz,ru,111
common_voice_ru_22925597.npz,ru,141
common_voice_ru_19116675.npz,ru,135
common_voice_ru_20554607.npz,ru,150
common_voice_ru_21314351.npz,ru,88
common_voice_ru_19548298.npz,ru,230
common_voice_ru_19465478.npz,ru,115
common_voice_ru_19826876.npz,ru,186
common_voice_ru_18931789.npz,ru,137
common_voice_ru_20393117.npz,ru,170
common_voice_ru_22204406.npz,ru,50
common_voice_ru_21613811.npz,ru,205
common_voice_ru_18987349.npz,ru,100
common_voice_ru_20029433.npz,ru,184
common_voice_ru_22934465.npz,ru,214
common_voice_ru_18970919.npz,ru,128
common_voice_ru_23993295.npz,ru,80
common_voice_ru_18927841.npz,ru,197
common_voice_ru_19893029.npz,ru,203
common_voice_ru_20294888.npz,ru,154
common_voice_ru_19443483.npz,ru,152
common_voice_ru_18903707.npz,ru,87
common_voice_ru_18913514.npz,ru,106
common_voice_ru_18955541.npz,ru,131
common_voice_ru_18963795.npz,ru,223
common_voice_ru_18903075.npz,ru,65
common_voice_ru_18915617.npz,ru,241
common_voice_ru_19176817.npz,ru,220
common_voice_ru_22468963.npz,ru,74
common_voice_ru_23167542.npz,ru,170
common_voice_ru_21419374.npz,ru,154
common_voice_ru_21571221.npz,ru,178
common_voice_ru_22954622.npz,ru,136
common_voice_ru_20364038.npz,ru,83
common_voice_ru_18912391.npz,ru,184
common_voice_ru_18929307.npz,ru,106
common_voice_ru_21881229.npz,ru,149
common_voice_ru_18966376.npz,ru,141
common_voice_ru_20886109.npz,ru,170
common_voice_ru_18918864.npz,ru,61
common_voice_ru_18926752.npz,ru,194
common_voice_ru_18958298.npz,ru,129
common_voice_ru_18929461.npz,ru,143
common_voice_ru_19341540.npz,ru,174
common_voice_ru_18932727.npz,ru,224
common_voice_ru_19838137.npz,ru,240
common_voice_ru_19145946.npz,ru,158
common_voice_ru_23237656.npz,ru,276
common_voice_ru_20256934.npz,ru,114
common_voice_ru_18926746.npz,ru,235
common_voice_ru_22351836.npz,ru,230
common_voice_ru_18921997.npz,ru,141
common_voice_ru_22425446.npz,ru,165
common_voice_ru_23009072.npz,ru,158
common_voice_ru_21990442.npz,ru,124
common_voice_ru_19562840.npz,ru,266
common_voice_ru_21616558.npz,ru,226
common_voice_ru_20414974.npz,ru,104
common_voice_ru_20602162.npz,ru,310
common_voice_ru_21586695.npz,ru,181
common_voice_ru_18875322.npz,ru,203
common_voice_ru_18918694.npz,ru,287
common_voice_ru_18873747.npz,ru,212
common_voice_ru_23982165.npz,ru,81
common_voice_ru_19341568.npz,ru,219
common_voice_ru_19060278.npz,ru,251
common_voice_ru_20602176.npz,ru,132
common_voice_ru_23009728.npz,ru,79
common_voice_ru_22613602.npz,ru,166
common_voice_ru_18933377.npz,ru,100
common_voice_ru_21901415.npz,ru,73
common_voice_ru_21781624.npz,ru,93
common_voice_ru_18896913.npz,ru,143
common_voice_ru_19897924.npz,ru,92
common_voice_ru_18956510.npz,ru,114
common_voice_ru_18921940.npz,ru,84
common_voice_ru_18918119.npz,ru,88
common_voice_ru_18896720.npz,ru,73
common_voice_ru_22382461.npz,ru,196
common_voice_ru_18916134.npz,ru,219
common_voice_ru_18921798.npz,ru,48
common_voice_ru_23961573.npz,ru,165
common_voice_ru_20827704.npz,ru,209
common_voice_ru_23761624.npz,ru,50
common_voice_ru_18926949.npz,ru,87
common_voice_ru_18891729.npz,ru,122
common_voice_ru_18910237.npz,ru,93
common_voice_ru_20602189.npz,ru,249
common_voice_ru_18914051.npz,ru,190
common_voice_ru_21860772.npz,ru,157
common_voice_ru_19163942.npz,ru,163
common_voice_ru_18921954.npz,ru,119
common_voice_ru_22917900.npz,ru,71
common_voice_ru_18950175.npz,ru,132
common_voice_ru_21588135.npz,ru,134
common_voice_ru_18940366.npz,ru,200
common_voice_ru_20801099.npz,ru,152
common_voice_ru_19792276.npz,ru,293
common_voice_ru_20827738.npz,ru,131
common_voice_ru_19869387.npz,ru,168
common_voice_ru_18913070.npz,ru,133
common_voice_ru_18948712.npz,ru,89
common_voice_ru_22476793.npz,ru,54
common_voice_ru_19478171.npz,ru,148
common_voice_ru_19369233.npz,ru,143
common_voice_ru_20346266.npz,ru,121
common_voice_ru_21522686.npz,ru,229
common_voice_ru_20458571.npz,ru,118
common_voice_ru_23495047.npz,ru,173
common_voice_ru_20526911.npz,ru,278
common_voice_ru_23871748.npz,ru,74
common_voice_ru_20837259.npz,ru,202
common_voice_ru_22402760.npz,ru,184
common_voice_ru_19644156.npz,ru,209
common_voice_ru_18955757.npz,ru,89
common_voice_ru_20390152.npz,ru,138
common_voice_ru_23009933.npz,ru,118
common_voice_ru_18947353.npz,ru,116
common_voice_ru_18926961.npz,ru,100
common_voice_ru_18896708.npz,ru,77
common_voice_ru_20002488.npz,ru,156
common_voice_ru_19019778.npz,ru,156
common_voice_ru_20247178.npz,ru,177
common_voice_ru_22728643.npz,ru,130
common_voice_ru_18953330.npz,ru,223
common_voice_ru_22721671.npz,ru,137
common_voice_ru_20526913.npz,ru,189
common_voice_ru_21425841.npz,ru,95
common_voice_ru_18955741.npz,ru,142
common_voice_ru_20960303.npz,ru,90
common_voice_ru_18930873.npz,ru,126
common_voice_ru_20319006.npz,ru,105
common_voice_ru_20828409.npz,ru,255
common_voice_ru_18858271.npz,ru,91
common_voice_ru_18943645.npz,ru,172
common_voice_ru_18955033.npz,ru,254
common_voice_ru_18987175.npz,ru,175
common_voice_ru_18912378.npz,ru,205
common_voice_ru_21779638.npz,ru,133
common_voice_ru_18948704.npz,ru,240
common_voice_ru_21587238.npz,ru,205
common_voice_ru_18881276.npz,ru,66
common_voice_ru_19100559.npz,ru,209
common_voice_ru_20346270.npz,ru,158
common_voice_ru_23009931.npz,ru,90
common_voice_ru_19421984.npz,ru,151
common_voice_ru_19525248.npz,ru,128
common_voice_ru_20450113.npz,ru,118
common_voice_ru_21615912.npz,ru,166
common_voice_ru_18935089.npz,ru,224
common_voice_ru_18914047.npz,ru,159
common_voice_ru_18913728.npz,ru,196
common_voice_ru_18922293.npz,ru,224
common_voice_ru_22726644.npz,ru,171
common_voice_ru_18940370.npz,ru,88
common_voice_ru_20458229.npz,ru,171
common_voice_ru_18950163.npz,ru,88
common_voice_ru_18911881.npz,ru,186
common_voice_ru_18921942.npz,ru,79
common_voice_ru_19019746.npz,ru,231
common_voice_ru_22726136.npz,ru,165
common_voice_ru_18882025.npz,ru,158
common_voice_ru_21570854.npz,ru,140
common_voice_ru_18878837.npz,ru,70
common_voice_ru_18924190.npz,ru,71
common_voice_ru_20837267.npz,ru,226
common_voice_ru_18918669.npz,ru,246
common_voice_ru_18928999.npz,ru,116
common_voice_ru_21478549.npz,ru,224
common_voice_ru_18888285.npz,ru,225
common_voice_ru_18928741.npz,ru,175
common_voice_ru_21917507.npz,ru,135
common_voice_ru_18966348.npz,ru,174
common_voice_ru_21586697.npz,ru,164
common_voice_ru_19739632.npz,ru,215
common_voice_ru_20423102.npz,ru,302
common_voice_ru_18965127.npz,ru,137
common_voice_ru_18928027.npz,ru,181
common_voice_ru_22911340.npz,ru,53
common_voice_ru_18946926.npz,ru,212
common_voice_ru_19156910.npz,ru,140
common_voice_ru_18968403.npz,ru,190
common_voice_ru_20366605.npz,ru,106
common_voice_ru_18921771.npz,ru,118
common_voice_ru_18968417.npz,ru,182
common_voice_ru_18925517.npz,ru,264
common_voice_ru_18923166.npz,ru,271
common_voice_ru_23423446.npz,ru,67
common_voice_ru_19593677.npz,ru,61
common_voice_ru_18888291.npz,ru,107
common_voice_ru_22927180.npz,ru,64
common_voice_ru_20461325.npz,ru,208
common_voice_ru_18937675.npz,ru,197
common_voice_ru_19827015.npz,ru,169
common_voice_ru_19858819.npz,ru,238
common_voice_ru_22402789.npz,ru,121
common_voice_ru_22115770.npz,ru,63
common_voice_ru_20345792.npz,ru,230
common_voice_ru_21425666.npz,ru,220
common_voice_ru_18970516.npz,ru,98
common_voice_ru_18936543.npz,ru,170
common_voice_ru_19341542.npz,ru,156
common_voice_ru_19348200.npz,ru,248
common_voice_ru_20900408.npz,ru,121
common_voice_ru_18930654.npz,ru,134
common_voice_ru_18964205.npz,ru,136
common_voice_ru_20487688.npz,ru,107
common_voice_ru_20434324.npz,ru,144
common_voice_ru_18892587.npz,ru,290
common_voice_ru_19070733.npz,ru,227
common_voice_ru_21902122.npz,ru,106
common_voice_ru_20365330.npz,ru,213
common_voice_ru_18948923.npz,ru,123
common_voice_ru_18936557.npz,ru,164
common_voice_ru_19590342.npz,ru,106
common_voice_ru_21649710.npz,ru,141
common_voice_ru_21618239.npz,ru,148
common_voice_ru_18903063.npz,ru,173
common_voice_ru_22428389.npz,ru,129
common_voice_ru_18873590.npz,ru,115
common_voice_ru_19035938.npz,ru,152
common_voice_ru_23861983.npz,ru,141
common_voice_ru_19443481.npz,ru,157
common_voice_ru_18922907.npz,ru,76
common_voice_ru_20719781.npz,ru,250
common_voice_ru_18928594.npz,ru,115
common_voice_ru_20451741.npz,ru,138
common_voice_ru_18890179.npz,ru,101
common_voice_ru_18867297.npz,ru,197
common_voice_ru_18963783.npz,ru,108
common_voice_ru_18903077.npz,ru,140
common_voice_ru_20451769.npz,ru,219
common_voice_ru_18920686.npz,ru,50
common_voice_ru_18931953.npz,ru,81
common_voice_ru_19574205.npz,ru,99
common_voice_ru_23688286.npz,ru,166
common_voice_ru_18912634.npz,ru,126
common_voice_ru_19535259.npz,ru,251
common_voice_ru_18910023.npz,ru,191
common_voice_ru_19194112.npz,ru,133
common_voice_ru_18917758.npz,ru,129
common_voice_ru_21428197.npz,ru,94
common_voice_ru_20414547.npz,ru,128
common_voice_ru_20059868.npz,ru,212
common_voice_ru_22009826.npz,ru,125
common_voice_ru_19529664.npz,ru,215
common_voice_ru_18925932.npz,ru,104
common_voice_ru_18879095.npz,ru,169
common_voice_ru_18913258.npz,ru,58
common_voice_ru_18892752.npz,ru,207
common_voice_ru_18968832.npz,ru,106
common_voice_ru_22714386.npz,ru,202
common_voice_ru_18916320.npz,ru,250
common_voice_ru_18919013.npz,ru,167
common_voice_ru_23407080.npz,ru,157
common_voice_ru_21781430.npz,ru,194
common_voice_ru_18928225.npz,ru,114
common_voice_ru_23690436.npz,ru,106
common_voice_ru_18922708.npz,ru,204
common_voice_ru_19116688.npz,ru,213
common_voice_ru_23115673.npz,ru,211
common_voice_ru_22560332.npz,ru,79
common_voice_ru_23690422.npz,ru,132
common_voice_ru_22932957.npz,ru,111
common_voice_ru_18934630.npz,ru,268
common_voice_ru_20584829.npz,ru,110
common_voice_ru_19013900.npz,ru,163
common_voice_ru_18929107.npz,ru,104
common_voice_ru_18911498.npz,ru,129
common_voice_ru_18910786.npz,ru,114
common_voice_ru_21930386.npz,ru,103
common_voice_ru_18915198.npz,ru,97
common_voice_ru_19827217.npz,ru,185
common_voice_ru_19527852.npz,ru,180
common_voice_ru_18922720.npz,ru,209
common_voice_ru_21614601.npz,ru,244
common_voice_ru_21445384.npz,ru,61
common_voice_ru_23861968.npz,ru,205
common_voice_ru_20389824.npz,ru,267
common_voice_ru_18930324.npz,ru,121
common_voice_ru_19146097.npz,ru,143
common_voice_ru_18970066.npz,ru,84
common_voice_ru_20957746.npz,ru,111
common_voice_ru_18910792.npz,ru,78
common_voice_ru_21925947.npz,ru,80
common_voice_ru_18903088.npz,ru,190
common_voice_ru_18923358.npz,ru,171
common_voice_ru_21567657.npz,ru,235
common_voice_ru_18922046.npz,ru,99
common_voice_ru_22935143.npz,ru,54
common_voice_ru_18934963.npz,ru,191
common_voice_ru_23690581.npz,ru,92
common_voice_ru_21303001.npz,ru,178
common_voice_ru_20458163.npz,ru,194
common_voice_ru_18918251.npz,ru,197
common_voice_ru_22948180.npz,ru,163
common_voice_ru_18982409.npz,ru,157
common_voice_ru_21383601.npz,ru,279
common_voice_ru_19535311.npz,ru,259
common_voice_ru_21795280.npz,ru,186
common_voice_ru_20001593.npz,ru,260
common_voice_ru_18876588.npz,ru,116
common_voice_ru_18922873.npz,ru,79
common_voice_ru_18955423.npz,ru,79
common_voice_ru_18891475.npz,ru,102
common_voice_ru_19035858.npz,ru,181
common_voice_ru_19195344.npz,ru,121
common_voice_ru_18917610.npz,ru,121
common_voice_ru_18897004.npz,ru,187
common_voice_ru_22725775.npz,ru,145
common_voice_ru_21554316.npz,ru,172
common_voice_ru_21297674.npz,ru,246
common_voice_ru_22351565.npz,ru,51
common_voice_ru_18913310.npz,ru,209
common_voice_ru_18903103.npz,ru,53
common_voice_ru_22442756.npz,ru,121
common_voice_ru_21935407.npz,ru,136
common_voice_ru_22161422.npz,ru,42
common_voice_ru_21888804.npz,ru,95
common_voice_ru_20387014.npz,ru,240
common_voice_ru_18954715.npz,ru,246
common_voice_ru_18932490.npz,ru,124
common_voice_ru_19681630.npz,ru,246
common_voice_ru_19417198.npz,ru,116
common_voice_ru_18919615.npz,ru,101
common_voice_ru_19116703.npz,ru,147
common_voice_ru_18911249.npz,ru,164
common_voice_ru_18930293.npz,ru,220
common_voice_ru_20524282.npz,ru,247
common_voice_ru_18920080.npz,ru,152
common_voice_ru_22725749.npz,ru,168
common_voice_ru_18922697.npz,ru,174
common_voice_ru_19066582.npz,ru,188
common_voice_ru_18981896.npz,ru,239
common_voice_ru_22230819.npz,ru,82
common_voice_ru_19112217.npz,ru,227
common_voice_ru_18904888.npz,ru,123
common_voice_ru_19499979.npz,ru,177
common_voice_ru_18875903.npz,ru,195
common_voice_ru_21552983.npz,ru,52
common_voice_ru_18918279.npz,ru,136
common_voice_ru_18956670.npz,ru,143
common_voice_ru_22887040.npz,ru,63
common_voice_ru_18964629.npz,ru,118
common_voice_ru_18881869.npz,ru,87
common_voice_ru_19581111.npz,ru,291
common_voice_ru_18919832.npz,ru,99
common_voice_ru_21928481.npz,ru,175
common_voice_ru_18930278.npz,ru,128
common_voice_ru_18977127.npz,ru,151
common_voice_ru_20475026.npz,ru,141
common_voice_ru_18912973.npz,ru,182
common_voice_ru_22009775.npz,ru,215
common_voice_ru_18924219.npz,ru,236
common_voice_ru_19591470.npz,ru,121
common_voice_ru_18920719.npz,ru,82
common_voice_ru_18927076.npz,ru,130
common_voice_ru_18956857.npz,ru,184
common_voice_ru_18968761.npz,ru,94
common_voice_ru_18910802.npz,ru,178
common_voice_ru_18892829.npz,ru,158
common_voice_ru_20893670.npz,ru,254
common_voice_ru_18980587.npz,ru,132
common_voice_ru_18932335.npz,ru,247
common_voice_ru_23760855.npz,ru,120
common_voice_ru_18923238.npz,ru,234
common_voice_ru_22950730.npz,ru,100
common_voice_ru_21899712.npz,ru,151
common_voice_ru_22160927.npz,ru,85
common_voice_ru_18929073.npz,ru,84
common_voice_ru_18948499.npz,ru,97
common_voice_ru_20106203.npz,ru,166
common_voice_ru_21588296.npz,ru,97
common_voice_ru_18968749.npz,ru,52
common_voice_ru_21641748.npz,ru,230
common_voice_ru_19575912.npz,ru,143
common_voice_ru_22370226.npz,ru,144
common_voice_ru_22982110.npz,ru,78
common_voice_ru_21906998.npz,ru,166
common_voice_ru_22727189.npz,ru,211
common_voice_ru_18932453.npz,ru,80
common_voice_ru_18868749.npz,ru,83
common_voice_ru_18853907.npz,ru,164
common_voice_ru_18924543.npz,ru,246
common_voice_ru_19041317.npz,ru,181
common_voice_ru_20201729.npz,ru,147
common_voice_ru_18905002.npz,ru,143
